complaint_id,region,timestamp,category,customer_count,escalation_level
CPLNT-014373,US-WEST-01,2026-07-24 15:40:00,No Signal,950,Critical
CPLNT-014374,US-EAST-01,2026-07-20 07:40:00,No Signal,250,High
CPLNT-014375,EMEA-WEST,2026-07-26 06:45:00,No Signal,220,Medium
CPLNT-014376,EMEA-WEST,2026-07-20 18:35:00,Service Outage,80,High
CPLNT-014377,ASIA-PAC,2026-07-17 00:05:00,No Signal,120,Medium
CPLNT-014378,US-EAST-01,2026-07-25 17:10:00,No Signal,450,High
CPLNT-014379,ASIA-PAC,2026-07-24 17:00:00,No Signal,600,High
CPLNT-014380,EMEA-WEST,2026-07-26 06:15:00,High Latency,20,Medium
CPLNT-014381,US-SOUTH-01,2026-07-13 12:20:00,Service Outage,210,Critical
CPLNT-014382,US-SOUTH-01,2026-07-20 00:15:00,Service Outage,28,Low
CPLNT-014383,US-WEST-01,2026-07-23 09:10:00,Service Outage,80,Low
CPLNT-014384,ASIA-SOUTH,2026-07-20 19:45:00,No Signal,180,Critical
CPLNT-014385,US-EAST-01,2026-07-12 21:20:00,No Signal,350,Low
CPLNT-014386,EMEA-EAST,2026-07-19 10:45:00,Service Outage,80,Low
CPLNT-014387,US-WEST-01,2026-07-29 22:05:00,Service Outage,600,High
CPLNT-014388,ASIA-PAC,2026-07-25 03:25:00,Connection Drops,250,High
CPLNT-014389,US-EAST-01,2026-07-18 05:25:00,No Signal,500,Medium
CPLNT-014390,EMEA-EAST,2026-07-19 01:05:00,No Signal,650,Medium
CPLNT-014391,US-EAST-01,2026-07-30 20:20:00,High Latency,300,Low
CPLNT-014392,EMEA-EAST,2026-07-17 11:35:00,Service Outage,380,Medium
CPLNT-014393,US-EAST-01,2026-07-29 15:45:00,Service Outage,1100,High
CPLNT-014394,US-WEST-01,2026-07-10 15:00:00,Service Outage,320,Low
CPLNT-014395,EMEA-EAST,2026-07-24 10:35:00,Service Outage,500,High
CPLNT-014396,EMEA-WEST,2026-07-21 00:00:00,Service Outage,180,Low
CPLNT-014397,ASIA-SOUTH,2026-07-27 15:05:00,No Signal,450,High
CPLNT-014398,EMEA-WEST,2026-07-15 05:20:00,Slow Network,1100,High
CPLNT-014399,ASIA-PAC,2026-07-25 13:05:00,Service Outage,50,Low
CPLNT-014400,ASIA-SOUTH,2026-07-13 21:05:00,Service Outage,950,Critical
CPLNT-014401,ASIA-PAC,2026-07-12 09:25:00,Service Outage,770,High
CPLNT-014402,ASIA-SOUTH,2026-07-10 16:05:00,Service Outage,200,Medium
CPLNT-014403,ASIA-SOUTH,2026-07-31 04:15:00,Service Outage,800,High
CPLNT-014404,US-EAST-01,2026-07-26 09:20:00,No Signal,200,Low
CPLNT-014405,EMEA-WEST,2026-07-20 15:45:00,No Signal,500,Medium
CPLNT-014406,EMEA-WEST,2026-07-25 02:15:00,Service Outage,220,Medium
CPLNT-014407,EMEA-EAST,2026-07-26 22:15:00,Intermittent Service,200,Medium
CPLNT-014408,ASIA-SOUTH,2026-07-24 02:45:00,No Signal,750,High
CPLNT-014409,ASIA-PAC,2026-07-21 07:45:00,Service Outage,112,Low
CPLNT-014410,ASIA-PAC,2026-07-14 23:35:00,No Signal,448,Medium
CPLNT-014411,US-EAST-01,2026-07-11 12:20:00,Service Outage,750,Medium
CPLNT-014412,EMEA-WEST,2026-07-23 21:00:00,No Signal,600,Medium
CPLNT-014413,US-WEST-01,2026-07-21 10:30:00,Service Outage,250,High
CPLNT-014414,EMEA-EAST,2026-07-26 08:00:00,No Signal,40,Low
CPLNT-014415,EMEA-EAST,2026-07-13 05:00:00,Service Outage,200,High
CPLNT-014416,US-SOUTH-01,2026-07-26 01:35:00,Service Outage,150,High
CPLNT-014417,US-EAST-01,2026-07-24 07:00:00,Service Outage,480,High
CPLNT-014418,ASIA-SOUTH,2026-07-31 12:40:00,No Signal,650,High
CPLNT-014419,US-SOUTH-01,2026-07-20 23:25:00,Service Outage,120,High
CPLNT-014420,US-WEST-01,2026-07-27 09:00:00,Service Outage,280,Low
CPLNT-014421,ASIA-PAC,2026-07-19 15:30:00,No Signal,300,High
CPLNT-014422,EMEA-WEST,2026-07-19 06:45:00,No Signal,220,High
CPLNT-014423,ASIA-SOUTH,2026-07-28 22:15:00,Service Outage,220,Critical
CPLNT-014424,EMEA-WEST,2026-07-19 04:20:00,Service Outage,30,Medium
CPLNT-014425,ASIA-PAC,2026-07-26 01:10:00,Service Outage,28,Low
CPLNT-014426,US-SOUTH-01,2026-07-25 23:35:00,Service Outage,168,Critical
CPLNT-014427,ASIA-SOUTH,2026-07-23 23:45:00,Service Outage,320,Critical
CPLNT-014428,US-SOUTH-01,2026-07-19 14:40:00,No Signal,750,High
CPLNT-014429,EMEA-WEST,2026-07-18 15:15:00,No Signal,150,High
CPLNT-014430,US-EAST-01,2026-07-26 06:35:00,Service Outage,800,High
CPLNT-014431,ASIA-SOUTH,2026-07-15 04:15:00,Service Outage,650,Medium
CPLNT-014432,ASIA-PAC,2026-07-20 08:45:00,Service Outage,220,Critical
CPLNT-014433,US-SOUTH-01,2026-07-31 03:45:00,No Signal,380,Low
CPLNT-014434,EMEA-WEST,2026-07-19 19:15:00,Service Outage,150,High
CPLNT-014435,EMEA-EAST,2026-07-27 10:45:00,No Signal,950,High
CPLNT-014436,US-SOUTH-01,2026-07-10 09:30:00,Service Outage,532,High
CPLNT-014437,US-WEST-01,2026-07-16 01:20:00,Service Outage,300,Medium
CPLNT-014438,EMEA-EAST,2026-07-19 04:20:00,Service Outage,450,Medium
CPLNT-014439,ASIA-SOUTH,2026-07-19 15:30:00,Service Outage,1000,High
CPLNT-014440,ASIA-PAC,2026-07-10 10:15:00,Service Outage,80,High
CPLNT-014441,ASIA-PAC,2026-07-30 12:10:00,Service Outage,210,Medium
CPLNT-014442,EMEA-EAST,2026-07-27 13:40:00,Service Outage,500,Medium
CPLNT-014443,ASIA-PAC,2026-07-29 13:45:00,Slow Network,979,High
CPLNT-014444,US-SOUTH-01,2026-07-11 21:25:00,Service Outage,1540,Critical
CPLNT-014445,US-WEST-01,2026-07-21 01:20:00,No Signal,120,Low
CPLNT-014446,ASIA-SOUTH,2026-07-30 00:30:00,Intermittent Service,1200,High
CPLNT-014447,EMEA-EAST,2026-07-13 16:25:00,Service Outage,30,Medium
CPLNT-014448,US-SOUTH-01,2026-07-28 03:25:00,Service Outage,250,Low
CPLNT-014449,US-WEST-01,2026-07-29 01:05:00,Service Outage,850,Critical
CPLNT-014450,US-SOUTH-01,2026-07-21 15:10:00,High Latency,850,Critical
CPLNT-014451,US-WEST-01,2026-07-10 15:30:00,Slow Network,550,High
CPLNT-014452,US-SOUTH-01,2026-07-10 07:10:00,Service Outage,900,Critical
CPLNT-014453,US-SOUTH-01,2026-07-30 19:15:00,No Signal,400,High
CPLNT-014454,ASIA-PAC,2026-07-19 07:10:00,No Signal,630,Medium
CPLNT-014455,US-WEST-01,2026-07-18 17:25:00,Service Outage,700,High
CPLNT-014456,US-EAST-01,2026-07-21 09:10:00,Service Outage,40,High
CPLNT-014457,EMEA-EAST,2026-07-21 14:10:00,Intermittent Service,150,Low
CPLNT-014458,ASIA-SOUTH,2026-07-22 17:05:00,No Signal,20,Critical
CPLNT-014459,US-WEST-01,2026-07-20 10:15:00,Service Outage,40,Low
CPLNT-014460,US-EAST-01,2026-07-25 17:05:00,Service Outage,400,High
CPLNT-014461,US-EAST-01,2026-07-23 02:10:00,Service Outage,700,High
CPLNT-014462,US-EAST-01,2026-07-14 19:35:00,Service Outage,400,High
CPLNT-014463,ASIA-SOUTH,2026-07-13 18:30:00,No Signal,1200,Critical
CPLNT-014464,US-SOUTH-01,2026-07-27 03:15:00,Service Outage,220,High
CPLNT-014465,ASIA-PAC,2026-07-11 15:25:00,No Signal,20,Critical
CPLNT-014466,ASIA-PAC,2026-07-11 07:35:00,Service Outage,840,High
CPLNT-014467,US-SOUTH-01,2026-07-21 16:25:00,No Signal,532,High
CPLNT-014468,EMEA-EAST,2026-07-31 09:40:00,No Signal,100,Medium
CPLNT-014469,US-EAST-01,2026-07-26 12:05:00,No Signal,20,Low
CPLNT-014470,ASIA-PAC,2026-07-28 18:00:00,Service Outage,125,Medium
CPLNT-014471,EMEA-WEST,2026-07-26 01:10:00,No Signal,500,High
CPLNT-014472,US-WEST-01,2026-07-28 00:45:00,No Signal,750,Medium
CPLNT-014473,EMEA-EAST,2026-07-21 14:20:00,No Signal,750,Medium
CPLNT-014474,EMEA-EAST,2026-07-21 10:25:00,Service Outage,500,Medium
CPLNT-014475,EMEA-EAST,2026-07-22 04:20:00,Service Outage,750,High
CPLNT-014476,ASIA-PAC,2026-07-24 11:30:00,Service Outage,80,Low
CPLNT-014477,ASIA-SOUTH,2026-07-29 11:40:00,Service Outage,650,High
CPLNT-014478,US-SOUTH-01,2026-07-29 21:45:00,Service Outage,120,Medium
CPLNT-014479,US-SOUTH-01,2026-07-29 06:15:00,No Signal,1540,High
CPLNT-014480,EMEA-EAST,2026-07-17 08:00:00,Service Outage,120,Medium
CPLNT-014481,ASIA-SOUTH,2026-07-22 03:25:00,No Signal,350,High
CPLNT-014482,US-EAST-01,2026-07-20 03:05:00,No Signal,700,High
CPLNT-014483,EMEA-WEST,2026-07-21 15:20:00,Service Outage,100,High
CPLNT-014484,US-SOUTH-01,2026-07-26 20:25:00,Service Outage,800,High
CPLNT-014485,EMEA-EAST,2026-07-25 03:20:00,Service Outage,80,High
CPLNT-014486,US-SOUTH-01,2026-07-14 11:35:00,Service Outage,300,Medium
CPLNT-014487,ASIA-PAC,2026-07-23 23:05:00,No Signal,550,High
CPLNT-014488,EMEA-WEST,2026-07-23 19:45:00,Service Outage,400,High
CPLNT-014489,ASIA-SOUTH,2026-07-10 20:10:00,Service Outage,30,High
CPLNT-014490,US-SOUTH-01,2026-07-27 07:40:00,Service Outage,40,Low
CPLNT-014491,US-EAST-01,2026-07-23 05:10:00,No Signal,500,High
CPLNT-014492,ASIA-SOUTH,2026-07-14 03:25:00,Service Outage,600,Medium
CPLNT-014493,US-SOUTH-01,2026-07-30 04:15:00,No Signal,42,Critical
CPLNT-014494,ASIA-SOUTH,2026-07-20 02:25:00,Service Outage,850,High
CPLNT-014495,US-EAST-01,2026-07-30 15:25:00,Service Outage,200,Medium
CPLNT-014496,ASIA-SOUTH,2026-07-30 03:10:00,High Latency,150,Low
CPLNT-014497,US-EAST-01,2026-07-16 22:35:00,No Signal,180,Critical
CPLNT-014498,ASIA-PAC,2026-07-15 20:00:00,No Signal,480,Medium
CPLNT-014499,US-EAST-01,2026-07-12 06:45:00,Service Outage,20,Critical
CPLNT-014500,EMEA-WEST,2026-07-18 00:40:00,Service Outage,750,High
CPLNT-014501,US-SOUTH-01,2026-07-19 07:10:00,Service Outage,280,Low
CPLNT-014502,US-EAST-01,2026-07-31 05:30:00,Service Outage,800,Critical
CPLNT-014503,US-SOUTH-01,2026-07-10 10:10:00,No Signal,200,Low
CPLNT-014504,EMEA-EAST,2026-07-16 10:10:00,Service Outage,800,High
CPLNT-014505,US-WEST-01,2026-07-15 19:20:00,Service Outage,50,Low
CPLNT-014506,US-EAST-01,2026-07-25 01:05:00,Service Outage,50,Critical
CPLNT-014507,US-WEST-01,2026-07-23 07:35:00,Service Outage,600,Medium
CPLNT-014508,US-EAST-01,2026-07-18 19:45:00,Service Outage,320,Critical
CPLNT-014509,ASIA-PAC,2026-07-11 15:05:00,No Signal,532,High
CPLNT-014510,US-WEST-01,2026-07-10 00:40:00,No Signal,60,High
CPLNT-014511,EMEA-EAST,2026-07-24 13:30:00,Service Outage,850,Critical
CPLNT-014512,ASIA-SOUTH,2026-07-27 13:25:00,Service Outage,350,Medium
CPLNT-014513,US-SOUTH-01,2026-07-16 13:35:00,Service Outage,250,High
CPLNT-014514,EMEA-WEST,2026-07-22 07:45:00,No Signal,100,High
CPLNT-014515,ASIA-SOUTH,2026-07-20 16:20:00,No Signal,320,Medium
CPLNT-014516,EMEA-WEST,2026-07-15 14:25:00,Service Outage,600,Medium
CPLNT-014517,US-WEST-01,2026-07-18 00:40:00,Service Outage,60,High
CPLNT-014518,US-SOUTH-01,2026-07-29 10:20:00,Service Outage,650,High
CPLNT-014519,US-SOUTH-01,2026-07-25 16:40:00,No Signal,500,High
CPLNT-014520,ASIA-PAC,2026-07-15 10:35:00,Service Outage,180,Low
CPLNT-014521,US-EAST-01,2026-07-13 04:15:00,Service Outage,900,Critical
CPLNT-014522,EMEA-EAST,2026-07-23 21:05:00,No Signal,950,Critical
CPLNT-014523,EMEA-EAST,2026-07-29 22:35:00,Service Outage,90,High
CPLNT-014524,EMEA-WEST,2026-07-10 11:20:00,No Signal,40,Low
CPLNT-014525,EMEA-WEST,2026-07-25 13:45:00,No Signal,180,Critical
CPLNT-014526,ASIA-PAC,2026-07-11 23:05:00,Service Outage,90,Medium
CPLNT-014527,EMEA-WEST,2026-07-28 15:00:00,No Signal,900,Critical
CPLNT-014528,ASIA-SOUTH,2026-07-30 04:45:00,Service Outage,150,Critical
CPLNT-014529,US-SOUTH-01,2026-07-13 13:30:00,High Latency,800,High
CPLNT-014530,ASIA-PAC,2026-07-19 22:10:00,Service Outage,125,Medium
CPLNT-014531,ASIA-PAC,2026-07-27 05:20:00,No Signal,300,Low
CPLNT-014532,EMEA-WEST,2026-07-19 19:00:00,No Signal,1100,Critical
CPLNT-014533,US-WEST-01,2026-07-14 04:45:00,Service Outage,20,High
CPLNT-014534,US-EAST-01,2026-07-26 20:05:00,No Signal,1100,High
CPLNT-014535,US-SOUTH-01,2026-07-23 02:25:00,Service Outage,20,Low
CPLNT-014536,EMEA-EAST,2026-07-31 04:35:00,Service Outage,280,High
CPLNT-014537,EMEA-WEST,2026-07-31 13:45:00,No Signal,50,Critical
CPLNT-014538,US-WEST-01,2026-07-26 00:20:00,Service Outage,700,Medium
CPLNT-014539,EMEA-WEST,2026-07-14 16:45:00,No Signal,150,Medium
CPLNT-014540,EMEA-EAST,2026-07-27 13:05:00,Service Outage,450,High
CPLNT-014541,ASIA-PAC,2026-07-27 19:45:00,Service Outage,20,Medium
CPLNT-014542,ASIA-PAC,2026-07-14 14:20:00,Service Outage,300,Low
CPLNT-014543,EMEA-WEST,2026-07-14 21:05:00,Service Outage,280,Medium
CPLNT-014544,EMEA-EAST,2026-07-10 02:30:00,Service Outage,600,Medium
CPLNT-014545,US-SOUTH-01,2026-07-26 02:30:00,No Signal,532,High
CPLNT-014546,ASIA-PAC,2026-07-17 15:45:00,Service Outage,280,Low
CPLNT-014547,US-EAST-01,2026-07-21 05:10:00,Service Outage,120,High
CPLNT-014548,US-EAST-01,2026-07-31 17:40:00,High Latency,450,High
CPLNT-014549,ASIA-PAC,2026-07-12 03:30:00,Slow Network,380,Critical
CPLNT-014550,ASIA-PAC,2026-07-14 19:10:00,Service Outage,500,Medium
CPLNT-014551,EMEA-WEST,2026-07-24 21:30:00,Service Outage,300,High
CPLNT-014552,US-SOUTH-01,2026-07-11 10:45:00,Service Outage,20,High
CPLNT-014553,ASIA-PAC,2026-07-26 17:30:00,Service Outage,400,High
CPLNT-014554,US-EAST-01,2026-07-15 15:10:00,Service Outage,650,High
CPLNT-014555,ASIA-SOUTH,2026-07-18 03:05:00,No Signal,900,High
CPLNT-014556,US-SOUTH-01,2026-07-26 02:20:00,No Signal,30,Critical
CPLNT-014557,EMEA-EAST,2026-07-13 17:05:00,Service Outage,300,Low
CPLNT-014558,US-WEST-01,2026-07-10 16:35:00,Slow Network,40,Medium
CPLNT-014559,US-WEST-01,2026-07-29 01:30:00,Service Outage,500,Medium
CPLNT-014560,US-EAST-01,2026-07-22 17:35:00,Service Outage,280,High
CPLNT-014561,US-SOUTH-01,2026-07-17 22:30:00,Service Outage,350,Medium
CPLNT-014562,US-SOUTH-01,2026-07-24 23:30:00,Service Outage,480,Medium
CPLNT-014563,US-WEST-01,2026-07-23 03:25:00,Service Outage,950,Critical
CPLNT-014564,ASIA-PAC,2026-07-20 19:35:00,Service Outage,560,High
CPLNT-014565,ASIA-PAC,2026-07-28 02:20:00,No Signal,320,Low
CPLNT-014566,US-WEST-01,2026-07-28 20:05:00,Service Outage,30,Low
CPLNT-014567,US-EAST-01,2026-07-13 13:05:00,Intermittent Service,850,Critical
CPLNT-014568,US-SOUTH-01,2026-07-26 12:10:00,No Signal,42,Critical
CPLNT-014569,US-SOUTH-01,2026-07-18 22:30:00,Service Outage,650,High
CPLNT-014570,EMEA-WEST,2026-07-18 13:20:00,Service Outage,400,High
CPLNT-014571,US-WEST-01,2026-07-23 07:40:00,Service Outage,250,Medium
CPLNT-014572,ASIA-SOUTH,2026-07-21 19:25:00,No Signal,1000,High
CPLNT-014573,US-EAST-01,2026-07-12 03:05:00,Service Outage,750,Medium
CPLNT-014574,US-EAST-01,2026-07-16 14:35:00,Service Outage,180,High
CPLNT-014575,ASIA-PAC,2026-07-10 02:25:00,No Signal,125,High
CPLNT-014576,US-WEST-01,2026-07-22 21:40:00,No Signal,100,Low
CPLNT-014577,US-SOUTH-01,2026-07-17 23:15:00,Service Outage,20,Medium
CPLNT-014578,ASIA-SOUTH,2026-07-24 09:25:00,Service Outage,320,Low
CPLNT-014579,ASIA-PAC,2026-07-31 21:00:00,Service Outage,500,Medium
CPLNT-014580,EMEA-WEST,2026-07-22 00:20:00,Service Outage,380,Critical
CPLNT-014581,US-SOUTH-01,2026-07-10 00:20:00,No Signal,320,Medium
CPLNT-014582,EMEA-WEST,2026-07-20 18:10:00,Service Outage,120,Low
CPLNT-014583,US-SOUTH-01,2026-07-29 13:00:00,No Signal,600,Medium
CPLNT-014584,EMEA-WEST,2026-07-15 01:10:00,No Signal,600,High
CPLNT-014585,US-SOUTH-01,2026-07-15 13:25:00,No Signal,750,Medium
CPLNT-014586,ASIA-PAC,2026-07-13 22:20:00,No Signal,600,Medium
CPLNT-014587,EMEA-EAST,2026-07-22 17:10:00,Service Outage,850,High
CPLNT-014588,ASIA-SOUTH,2026-07-27 03:10:00,No Signal,320,High
CPLNT-014589,ASIA-SOUTH,2026-07-10 20:10:00,Service Outage,60,High
CPLNT-014590,EMEA-WEST,2026-07-28 23:25:00,No Signal,100,High
CPLNT-014591,EMEA-EAST,2026-07-25 11:10:00,No Signal,500,Medium
CPLNT-014592,US-SOUTH-01,2026-07-31 04:45:00,No Signal,392,High
CPLNT-014593,ASIA-PAC,2026-07-27 12:40:00,Service Outage,280,Critical
CPLNT-014594,ASIA-PAC,2026-07-15 14:10:00,No Signal,250,High
CPLNT-014595,ASIA-SOUTH,2026-07-14 04:40:00,No Signal,300,Low
CPLNT-014596,US-WEST-01,2026-07-14 14:25:00,No Signal,80,High
CPLNT-014597,ASIA-PAC,2026-07-13 21:20:00,Service Outage,500,High
CPLNT-014598,ASIA-SOUTH,2026-07-14 02:30:00,No Signal,90,Critical
CPLNT-014599,US-EAST-01,2026-07-19 19:35:00,Service Outage,480,High
CPLNT-014600,US-SOUTH-01,2026-07-18 17:45:00,No Signal,650,High
CPLNT-014601,ASIA-SOUTH,2026-07-24 00:45:00,Service Outage,600,High
CPLNT-014602,ASIA-PAC,2026-07-30 00:20:00,Service Outage,180,High
CPLNT-014603,US-SOUTH-01,2026-07-13 10:20:00,Service Outage,320,Low
CPLNT-014604,ASIA-PAC,2026-07-10 02:15:00,Service Outage,210,Low
CPLNT-014605,ASIA-PAC,2026-07-10 22:35:00,Service Outage,180,Critical
CPLNT-014606,EMEA-EAST,2026-07-17 15:35:00,Service Outage,480,Medium
CPLNT-014607,ASIA-PAC,2026-07-16 18:20:00,No Signal,70,High
CPLNT-014608,ASIA-PAC,2026-07-26 21:20:00,Service Outage,800,High
CPLNT-014609,US-SOUTH-01,2026-07-20 09:00:00,No Signal,1100,High
CPLNT-014610,EMEA-EAST,2026-07-13 02:25:00,Service Outage,60,Low
CPLNT-014611,EMEA-EAST,2026-07-10 23:10:00,Service Outage,380,Medium
CPLNT-014612,US-EAST-01,2026-07-11 03:45:00,No Signal,150,Critical
CPLNT-014613,ASIA-SOUTH,2026-07-30 07:20:00,No Signal,450,High
CPLNT-014614,EMEA-WEST,2026-07-25 08:20:00,Service Outage,320,High
CPLNT-014615,ASIA-SOUTH,2026-07-17 21:30:00,Service Outage,20,High
CPLNT-014616,EMEA-WEST,2026-07-27 06:00:00,No Signal,30,High
CPLNT-014617,ASIA-SOUTH,2026-07-19 18:05:00,Service Outage,1000,High
CPLNT-014618,EMEA-WEST,2026-07-16 04:30:00,No Signal,700,Medium
CPLNT-014619,ASIA-PAC,2026-07-28 20:20:00,Service Outage,560,Medium
CPLNT-014620,US-SOUTH-01,2026-07-30 03:05:00,No Signal,900,High
CPLNT-014621,ASIA-SOUTH,2026-07-16 05:20:00,Service Outage,30,Medium
CPLNT-014622,US-WEST-01,2026-07-14 01:10:00,No Signal,120,Critical
CPLNT-014623,EMEA-WEST,2026-07-28 12:00:00,Service Outage,950,High
CPLNT-014624,ASIA-PAC,2026-07-14 21:35:00,Service Outage,1330,Critical
CPLNT-014625,US-EAST-01,2026-07-20 11:20:00,No Signal,600,High
CPLNT-014626,US-SOUTH-01,2026-07-13 20:25:00,Service Outage,800,High
CPLNT-014627,US-WEST-01,2026-07-28 15:35:00,Service Outage,400,High
CPLNT-014628,US-EAST-01,2026-07-14 20:30:00,Service Outage,80,High
CPLNT-014629,ASIA-SOUTH,2026-07-10 15:30:00,Service Outage,600,High
CPLNT-014630,ASIA-PAC,2026-07-18 18:10:00,No Signal,500,Medium
CPLNT-014631,US-EAST-01,2026-07-13 23:45:00,No Signal,250,Low
CPLNT-014632,US-WEST-01,2026-07-11 19:15:00,Service Outage,650,High
CPLNT-014633,EMEA-WEST,2026-07-13 02:25:00,No Signal,150,Low
CPLNT-014634,ASIA-PAC,2026-07-22 17:05:00,Service Outage,350,Medium
CPLNT-014635,EMEA-EAST,2026-07-23 18:20:00,No Signal,90,Critical
CPLNT-014636,ASIA-PAC,2026-07-13 01:35:00,No Signal,450,Medium
CPLNT-014637,US-SOUTH-01,2026-07-30 12:35:00,No Signal,120,Low
CPLNT-014638,US-EAST-01,2026-07-22 14:20:00,No Signal,250,Medium
CPLNT-014639,EMEA-EAST,2026-07-12 13:10:00,Service Outage,180,Medium
CPLNT-014640,US-SOUTH-01,2026-07-15 20:10:00,Service Outage,280,Medium
CPLNT-014641,ASIA-PAC,2026-07-18 01:40:00,Service Outage,200,High
CPLNT-014642,US-WEST-01,2026-07-18 00:15:00,Service Outage,150,High
CPLNT-014643,US-EAST-01,2026-07-27 22:30:00,Service Outage,220,Medium
CPLNT-014644,ASIA-PAC,2026-07-27 11:40:00,Service Outage,840,High
CPLNT-014645,US-EAST-01,2026-07-22 12:10:00,No Signal,800,High
CPLNT-014646,ASIA-SOUTH,2026-07-25 10:15:00,Service Outage,60,Medium
CPLNT-014647,EMEA-EAST,2026-07-11 22:10:00,No Signal,50,Low
CPLNT-014648,US-EAST-01,2026-07-22 21:00:00,Service Outage,250,Low
CPLNT-014649,EMEA-EAST,2026-07-14 21:10:00,No Signal,120,High
CPLNT-014650,EMEA-WEST,2026-07-19 22:05:00,Service Outage,100,Critical
CPLNT-014651,US-EAST-01,2026-07-13 09:10:00,High Latency,250,Critical
CPLNT-014652,ASIA-PAC,2026-07-18 08:25:00,Service Outage,900,Critical
CPLNT-014653,ASIA-PAC,2026-07-11 03:15:00,Service Outage,500,High
CPLNT-014654,US-SOUTH-01,2026-07-28 02:40:00,No Signal,30,Critical
CPLNT-014655,ASIA-PAC,2026-07-12 10:15:00,Service Outage,80,Critical
CPLNT-014656,ASIA-SOUTH,2026-07-14 04:05:00,Connection Drops,550,Medium
CPLNT-014657,EMEA-EAST,2026-07-23 05:15:00,Service Outage,250,Low
CPLNT-014658,EMEA-EAST,2026-07-16 05:00:00,No Signal,200,High
CPLNT-014659,US-WEST-01,2026-07-19 14:05:00,No Signal,60,Critical
CPLNT-014660,EMEA-WEST,2026-07-31 03:00:00,No Signal,100,Critical
CPLNT-014661,US-WEST-01,2026-07-21 13:35:00,No Signal,400,High
CPLNT-014662,ASIA-SOUTH,2026-07-29 06:20:00,Service Outage,150,Medium
CPLNT-014663,ASIA-PAC,2026-07-28 01:25:00,Service Outage,1120,High
CPLNT-014664,US-EAST-01,2026-07-31 15:05:00,Service Outage,320,Low
CPLNT-014665,EMEA-WEST,2026-07-12 15:30:00,Connection Drops,280,Medium
CPLNT-014666,EMEA-WEST,2026-07-24 19:45:00,Service Outage,800,Critical
CPLNT-014667,ASIA-SOUTH,2026-07-19 22:25:00,No Signal,150,High
CPLNT-014668,US-SOUTH-01,2026-07-24 13:30:00,Service Outage,350,Medium
CPLNT-014669,US-SOUTH-01,2026-07-26 07:10:00,Service Outage,300,Low
CPLNT-014670,US-WEST-01,2026-07-20 04:00:00,No Signal,900,High
CPLNT-014671,US-SOUTH-01,2026-07-24 19:15:00,Service Outage,1540,High
CPLNT-014672,ASIA-PAC,2026-07-29 10:45:00,No Signal,850,Critical
CPLNT-014673,EMEA-EAST,2026-07-21 15:25:00,No Signal,320,Low
CPLNT-014674,ASIA-PAC,2026-07-29 10:30:00,Service Outage,392,Medium
CPLNT-014675,ASIA-PAC,2026-07-15 18:05:00,Service Outage,1100,High
CPLNT-014676,US-EAST-01,2026-07-23 09:30:00,Slow Network,500,High
CPLNT-014677,US-EAST-01,2026-07-21 23:45:00,Connection Drops,1100,High
CPLNT-014678,ASIA-PAC,2026-07-18 21:05:00,No Signal,840,High
CPLNT-014679,ASIA-PAC,2026-07-31 13:40:00,Service Outage,1190,Critical
CPLNT-014680,ASIA-SOUTH,2026-07-19 08:20:00,Service Outage,200,Critical
CPLNT-014681,US-WEST-01,2026-07-21 18:10:00,No Signal,90,Medium
CPLNT-014682,EMEA-EAST,2026-07-18 05:35:00,Service Outage,90,Medium
CPLNT-014683,ASIA-PAC,2026-07-26 02:40:00,Service Outage,70,Critical
CPLNT-014684,EMEA-EAST,2026-07-18 16:35:00,Service Outage,40,High
CPLNT-014685,ASIA-PAC,2026-07-15 06:05:00,Service Outage,308,Medium
CPLNT-014686,ASIA-PAC,2026-07-11 00:40:00,Service Outage,500,Medium
CPLNT-014687,ASIA-PAC,2026-07-19 14:00:00,No Signal,30,Low
CPLNT-014688,US-SOUTH-01,2026-07-29 08:30:00,No Signal,380,Medium
CPLNT-014689,US-SOUTH-01,2026-07-29 11:05:00,No Signal,550,High
CPLNT-014690,US-EAST-01,2026-07-15 07:15:00,No Signal,800,Critical
CPLNT-014691,US-EAST-01,2026-07-31 03:15:00,No Signal,90,High
CPLNT-014692,US-EAST-01,2026-07-15 10:25:00,Service Outage,150,High
CPLNT-014693,ASIA-PAC,2026-07-27 22:45:00,Service Outage,500,Medium
CPLNT-014694,EMEA-WEST,2026-07-10 14:05:00,Service Outage,900,High
CPLNT-014695,EMEA-EAST,2026-07-25 12:20:00,Service Outage,450,Medium
CPLNT-014696,ASIA-PAC,2026-07-21 06:35:00,Service Outage,1330,Critical
CPLNT-014697,US-WEST-01,2026-07-25 00:05:00,High Latency,90,Medium
CPLNT-014698,EMEA-WEST,2026-07-30 21:15:00,Service Outage,180,Medium
CPLNT-014699,EMEA-EAST,2026-07-15 18:35:00,No Signal,150,High
CPLNT-014700,ASIA-PAC,2026-07-30 23:45:00,Service Outage,280,Medium
CPLNT-014701,US-SOUTH-01,2026-07-15 14:35:00,Service Outage,1540,Critical
CPLNT-014702,US-EAST-01,2026-07-13 06:20:00,Service Outage,450,Medium
CPLNT-014703,US-EAST-01,2026-07-23 08:45:00,Service Outage,900,High
CPLNT-014704,US-EAST-01,2026-07-27 21:00:00,Service Outage,40,Low
CPLNT-014705,US-SOUTH-01,2026-07-15 22:40:00,Service Outage,300,Critical
