outage_id,region,timestamp,severity,component,status,duration_minutes
INC-003104,EMEA-WEST,2026-07-24 07:20:00,Warning,Fiber Backbone,Resolved,150
INC-003105,US-SOUTH-01,2026-07-10 10:45:00,Minor,BGP Route,Resolved,600
INC-003106,EMEA-WEST,2026-07-17 19:15:00,Critical,Scheduled UPS Test,Active,180
INC-003107,US-SOUTH-01,2026-07-26 06:25:00,Critical,Equipment Fault,Resolved,180
INC-003108,ASIA-PAC,2026-07-12 07:35:00,Critical,Equipment Fault,Resolved,180
INC-003109,ASIA-PAC,2026-07-24 11:00:00,Critical,Software Bug,Resolved,180
INC-003110,ASIA-PAC,2026-07-11 08:05:00,Major,Hardware Fault,Resolved,180
INC-003111,ASIA-PAC,2026-07-25 21:30:00,Major,Power Outage,Resolved,300
INC-003112,ASIA-SOUTH,2026-07-31 06:40:00,Critical,Equipment Fault,Active,180
INC-003113,US-EAST-01,2026-07-31 12:35:00,Major,Equipment Fault,Active,720
INC-003114,EMEA-WEST,2026-07-19 00:15:00,Warning,Equipment Fault,Resolved,90
INC-003115,ASIA-PAC,2026-07-11 20:30:00,Critical,Hardware Fault,Active,180
INC-003116,ASIA-PAC,2026-07-24 23:00:00,Critical,Power Outage,Resolved,180
INC-003117,ASIA-PAC,2026-07-20 16:00:00,Minor,BGP Route,Resolved,1080
INC-003118,US-EAST-01,2026-07-22 07:35:00,Critical,BGP Route,Resolved,180
INC-003119,EMEA-WEST,2026-07-25 00:00:00,Minor,BGP Route,Resolved,120
INC-003120,ASIA-PAC,2026-07-31 06:10:00,Minor,Software Bug,Resolved,480
INC-003121,ASIA-PAC,2026-07-28 16:25:00,Major,Fiber Backbone,Active,180
INC-003122,ASIA-PAC,2026-07-26 05:30:00,Minor,Scheduled UPS Test,Active,150
INC-003123,US-SOUTH-01,2026-07-11 12:00:00,Warning,Cloud Flare,Resolved,480
INC-003124,US-EAST-01,2026-07-13 05:10:00,Warning,Fiber Backbone,Active,240
INC-003125,US-SOUTH-01,2026-07-30 23:45:00,Major,Configuration Error,Resolved,1800
INC-003126,US-EAST-01,2026-07-23 18:35:00,Critical,Hardware Fault,Active,180
INC-003127,EMEA-WEST,2026-07-12 06:05:00,Critical,BGP Route,Resolved,1440
INC-003128,EMEA-EAST,2026-07-31 21:35:00,Critical,Hardware Fault,Active,1440
INC-003129,ASIA-PAC,2026-07-19 06:25:00,Warning,Configuration Error,Active,1080
INC-003130,EMEA-WEST,2026-07-30 12:10:00,Warning,Power Outage,Active,120
INC-003131,US-WEST-01,2026-07-16 21:25:00,Critical,Hardware Fault,Active,180
INC-003132,US-WEST-01,2026-07-13 10:25:00,Critical,Hardware Fault,Resolved,180
INC-003133,US-SOUTH-01,2026-07-28 22:15:00,Minor,Hardware Fault,Resolved,150
INC-003134,EMEA-WEST,2026-07-17 18:35:00,Minor,Fiber Break,Active,120
INC-003135,US-EAST-01,2026-07-25 03:10:00,Major,Power Outage,Active,300
INC-003136,ASIA-PAC,2026-07-21 14:00:00,Minor,Software Bug,Resolved,30
INC-003137,US-SOUTH-01,2026-07-19 15:10:00,Minor,Scheduled UPS Test,Resolved,360
INC-003138,ASIA-SOUTH,2026-07-11 03:10:00,Warning,Software Bug,Active,120
INC-003139,EMEA-EAST,2026-07-27 22:00:00,Warning,Scheduled UPS Test,Active,180
INC-003140,ASIA-PAC,2026-07-14 17:20:00,Major,Scheduled UPS Test,Active,480
INC-003141,ASIA-SOUTH,2026-07-11 16:30:00,Major,Power Outage,Resolved,180
INC-003142,ASIA-PAC,2026-07-24 05:00:00,Minor,Software Bug,Active,600
INC-003143,ASIA-PAC,2026-07-25 01:15:00,Minor,Power Outage,Active,120
INC-003144,US-WEST-01,2026-07-16 02:25:00,Critical,Hardware Fault,Resolved,720
INC-003145,EMEA-WEST,2026-07-23 11:40:00,Critical,Power Outage,Resolved,1200
INC-003146,US-EAST-01,2026-07-25 21:30:00,Critical,Equipment Fault,Resolved,1200
INC-003147,ASIA-SOUTH,2026-07-12 04:15:00,Minor,Cloud Flare,Active,120
INC-003148,EMEA-EAST,2026-07-17 18:20:00,Minor,Equipment Fault,Active,180
INC-003149,US-WEST-01,2026-07-12 17:45:00,Major,Configuration Error,Active,180
INC-003150,ASIA-PAC,2026-07-20 03:45:00,Warning,Software Bug,Resolved,150
INC-003151,US-SOUTH-01,2026-07-19 16:20:00,Minor,Software Bug,Resolved,75
INC-003152,EMEA-WEST,2026-07-26 08:15:00,Minor,BGP Route,Active,120
INC-003153,US-EAST-01,2026-07-10 15:20:00,Critical,Power Outage,Resolved,180
INC-003154,ASIA-PAC,2026-07-25 16:00:00,Warning,Power Outage,Active,180
INC-003155,EMEA-WEST,2026-07-29 20:20:00,Minor,Software Bug,Active,120
INC-003156,US-SOUTH-01,2026-07-16 10:15:00,Critical,Fiber Break,Active,720
INC-003157,ASIA-PAC,2026-07-14 15:20:00,Major,Fiber Backbone,Resolved,180
INC-003158,ASIA-SOUTH,2026-07-11 18:20:00,Critical,Software Bug,Active,1080
INC-003159,ASIA-PAC,2026-07-19 16:45:00,Warning,Fiber Backbone,Resolved,1800
INC-003160,ASIA-PAC,2026-07-16 21:15:00,Major,Cloud Flare,Resolved,180
INC-003161,EMEA-EAST,2026-07-20 23:20:00,Minor,Fiber Backbone,Resolved,75
INC-003162,ASIA-SOUTH,2026-07-13 03:35:00,Warning,Equipment Fault,Active,600
INC-003163,ASIA-PAC,2026-07-25 02:25:00,Minor,BGP Route,Active,300
INC-003164,ASIA-PAC,2026-07-23 07:45:00,Critical,Software Bug,Active,240
INC-003165,US-EAST-01,2026-07-24 06:20:00,Minor,Hardware Fault,Resolved,240
INC-003166,US-WEST-01,2026-07-17 19:30:00,Minor,Hardware Fault,Active,120
INC-003167,ASIA-SOUTH,2026-07-14 16:00:00,Warning,Fiber Backbone,Resolved,240
INC-003168,US-EAST-01,2026-07-21 05:40:00,Minor,Cloud Flare,Active,720
INC-003169,US-SOUTH-01,2026-07-29 00:10:00,Critical,Software Bug,Resolved,180
INC-003170,US-EAST-01,2026-07-30 23:30:00,Warning,Fiber Break,Resolved,30
INC-003171,ASIA-PAC,2026-07-18 09:35:00,Warning,Software Bug,Active,240
INC-003172,US-EAST-01,2026-07-20 05:25:00,Minor,Scheduled UPS Test,Resolved,900
INC-003173,US-WEST-01,2026-07-29 00:25:00,Major,Software Bug,Active,600
INC-003174,ASIA-SOUTH,2026-07-25 15:20:00,Warning,Software Bug,Active,300
INC-003175,US-WEST-01,2026-07-27 21:25:00,Minor,Equipment Fault,Active,360
INC-003176,ASIA-SOUTH,2026-07-27 22:15:00,Critical,Fiber Break,Active,180
INC-003177,US-WEST-01,2026-07-27 16:05:00,Warning,Cloud Flare,Resolved,120
INC-003178,ASIA-PAC,2026-07-24 02:25:00,Minor,Scheduled UPS Test,Resolved,1200
INC-003179,US-EAST-01,2026-07-22 08:05:00,Warning,Configuration Error,Active,1200
INC-003180,EMEA-WEST,2026-07-31 17:35:00,Critical,Cloud Flare,Resolved,180
INC-003181,US-EAST-01,2026-07-22 05:05:00,Critical,Hardware Fault,Resolved,180
INC-003182,EMEA-WEST,2026-07-13 20:20:00,Minor,Power Outage,Resolved,150
INC-003183,EMEA-WEST,2026-07-29 06:15:00,Critical,Hardware Fault,Resolved,180
INC-003184,ASIA-SOUTH,2026-07-23 04:30:00,Warning,BGP Route,Active,120
INC-003185,ASIA-PAC,2026-07-17 19:10:00,Major,Hardware Fault,Resolved,480
INC-003186,ASIA-PAC,2026-07-17 16:30:00,Warning,Software Bug,Active,600
INC-003187,US-EAST-01,2026-07-29 00:20:00,Major,Scheduled UPS Test,Active,180
INC-003188,US-SOUTH-01,2026-07-14 19:10:00,Minor,Software Bug,Resolved,1800
INC-003189,US-WEST-01,2026-07-15 20:40:00,Critical,BGP Route,Active,180
INC-003190,US-EAST-01,2026-07-26 23:25:00,Major,Scheduled UPS Test,Resolved,180
INC-003191,US-SOUTH-01,2026-07-14 19:35:00,Minor,BGP Route,Resolved,900
INC-003192,ASIA-PAC,2026-07-20 04:10:00,Critical,Power Outage,Resolved,1440
INC-003193,US-WEST-01,2026-07-31 11:40:00,Critical,Equipment Fault,Resolved,180
INC-003194,US-EAST-01,2026-07-22 05:20:00,Warning,Scheduled UPS Test,Active,240
INC-003195,EMEA-WEST,2026-07-10 02:25:00,Warning,Scheduled UPS Test,Active,600
INC-003196,ASIA-PAC,2026-07-18 14:45:00,Warning,Power Outage,Active,120
INC-003197,US-WEST-01,2026-07-23 09:05:00,Minor,Fiber Break,Active,120
INC-003198,US-EAST-01,2026-07-26 20:10:00,Major,Equipment Fault,Active,180
INC-003199,ASIA-PAC,2026-07-24 07:35:00,Major,Equipment Fault,Active,180
INC-003200,EMEA-WEST,2026-07-23 14:30:00,Critical,Fiber Backbone,Active,900
INC-003201,US-EAST-01,2026-07-21 09:25:00,Warning,Software Bug,Active,360
INC-003202,US-WEST-01,2026-07-19 21:30:00,Major,Cloud Flare,Active,600
INC-003203,EMEA-EAST,2026-07-16 21:05:00,Warning,Cloud Flare,Resolved,240
INC-003204,ASIA-PAC,2026-07-24 21:20:00,Major,Equipment Fault,Resolved,1200
INC-003205,US-SOUTH-01,2026-07-22 23:25:00,Critical,Scheduled UPS Test,Resolved,180
INC-003206,ASIA-PAC,2026-07-18 19:00:00,Critical,Power Outage,Active,180
INC-003207,US-WEST-01,2026-07-27 16:25:00,Critical,Software Bug,Resolved,180
INC-003208,ASIA-SOUTH,2026-07-23 02:10:00,Major,Fiber Backbone,Active,360
INC-003209,ASIA-PAC,2026-07-14 00:35:00,Warning,Fiber Break,Active,120
INC-003210,US-EAST-01,2026-07-22 19:25:00,Minor,Fiber Backbone,Resolved,720
INC-003211,US-SOUTH-01,2026-07-28 18:25:00,Warning,Hardware Fault,Active,360
INC-003212,US-EAST-01,2026-07-11 21:25:00,Minor,Fiber Backbone,Active,1200
INC-003213,ASIA-PAC,2026-07-15 10:00:00,Warning,Fiber Backbone,Active,150
INC-003214,US-WEST-01,2026-07-27 00:20:00,Warning,Equipment Fault,Active,150
INC-003215,US-SOUTH-01,2026-07-22 19:25:00,Major,Power Outage,Active,180
INC-003216,ASIA-SOUTH,2026-07-17 19:10:00,Minor,Fiber Break,Active,120
INC-003217,ASIA-PAC,2026-07-15 11:40:00,Minor,Configuration Error,Active,1080
INC-003218,ASIA-PAC,2026-07-25 21:40:00,Minor,Hardware Fault,Active,150
INC-003219,ASIA-PAC,2026-07-16 10:25:00,Minor,Configuration Error,Active,120
INC-003220,ASIA-PAC,2026-07-24 20:20:00,Major,Equipment Fault,Resolved,1800
INC-003221,EMEA-EAST,2026-07-29 19:35:00,Major,Scheduled UPS Test,Active,180
INC-003222,EMEA-EAST,2026-07-16 13:40:00,Warning,Software Bug,Resolved,120
INC-003223,US-EAST-01,2026-07-18 09:00:00,Major,Fiber Backbone,Resolved,180
INC-003224,US-WEST-01,2026-07-19 13:20:00,Warning,Hardware Fault,Resolved,1080
INC-003225,EMEA-EAST,2026-07-20 09:25:00,Minor,Hardware Fault,Resolved,300
INC-003226,ASIA-SOUTH,2026-07-12 11:05:00,Critical,Scheduled UPS Test,Resolved,480
INC-003227,ASIA-PAC,2026-07-21 07:25:00,Warning,BGP Route,Active,720
INC-003228,US-EAST-01,2026-07-11 09:05:00,Major,Configuration Error,Resolved,180
INC-003229,EMEA-WEST,2026-07-11 12:20:00,Major,Hardware Fault,Resolved,900
INC-003230,ASIA-PAC,2026-07-23 14:40:00,Warning,Hardware Fault,Active,150
INC-003231,US-SOUTH-01,2026-07-17 00:25:00,Warning,Cloud Flare,Resolved,900
INC-003232,EMEA-EAST,2026-07-22 02:10:00,Minor,BGP Route,Active,1080
INC-003233,EMEA-WEST,2026-07-24 18:05:00,Minor,Fiber Break,Active,300
INC-003234,ASIA-PAC,2026-07-31 12:20:00,Major,BGP Route,Active,180
INC-003235,ASIA-PAC,2026-07-23 04:35:00,Major,Scheduled UPS Test,Resolved,480
INC-003236,US-EAST-01,2026-07-26 01:40:00,Critical,Equipment Fault,Resolved,180
INC-003237,US-SOUTH-01,2026-07-20 05:20:00,Minor,Cloud Flare,Active,1200
INC-003238,ASIA-PAC,2026-07-17 05:30:00,Minor,Software Bug,Resolved,480
INC-003239,EMEA-EAST,2026-07-20 09:20:00,Warning,Fiber Backbone,Active,240
INC-003240,ASIA-PAC,2026-07-31 21:40:00,Major,Fiber Backbone,Resolved,1800
INC-003241,ASIA-PAC,2026-07-29 01:30:00,Major,Configuration Error,Resolved,1440
INC-003242,EMEA-WEST,2026-07-11 21:00:00,Warning,Hardware Fault,Resolved,900
INC-003243,US-WEST-01,2026-07-18 06:00:00,Warning,Fiber Break,Active,720
INC-003244,EMEA-WEST,2026-07-22 23:20:00,Minor,Equipment Fault,Active,480
INC-003245,US-EAST-01,2026-07-10 10:10:00,Minor,Power Outage,Active,300
INC-003246,US-SOUTH-01,2026-07-15 05:15:00,Warning,Cloud Flare,Active,1200
INC-003247,US-EAST-01,2026-07-28 17:30:00,Major,Fiber Backbone,Active,180
INC-003248,ASIA-PAC,2026-07-12 00:30:00,Major,BGP Route,Resolved,180
INC-003249,ASIA-PAC,2026-07-11 01:15:00,Major,Configuration Error,Resolved,1800
INC-003250,ASIA-SOUTH,2026-07-17 11:00:00,Critical,Software Bug,Active,1800
INC-003251,ASIA-PAC,2026-07-30 19:15:00,Warning,Equipment Fault,Resolved,720
INC-003252,US-SOUTH-01,2026-07-22 17:20:00,Minor,Fiber Break,Resolved,75
INC-003253,US-WEST-01,2026-07-20 13:20:00,Critical,Equipment Fault,Active,480
INC-003254,US-SOUTH-01,2026-07-19 12:45:00,Major,Fiber Backbone,Active,180
INC-003255,ASIA-PAC,2026-07-12 22:10:00,Minor,Power Outage,Resolved,240
INC-003256,US-EAST-01,2026-07-15 20:20:00,Critical,Configuration Error,Resolved,180
INC-003257,EMEA-EAST,2026-07-21 13:30:00,Minor,Fiber Break,Resolved,300
INC-003258,EMEA-WEST,2026-07-21 20:35:00,Major,BGP Route,Active,180
INC-003259,ASIA-PAC,2026-07-27 12:20:00,Minor,Fiber Break,Resolved,1800
INC-003260,US-SOUTH-01,2026-07-19 15:20:00,Critical,Fiber Backbone,Active,180
INC-003261,ASIA-PAC,2026-07-29 08:35:00,Critical,Software Bug,Active,1200
INC-003262,ASIA-PAC,2026-07-25 16:05:00,Warning,Configuration Error,Active,180
INC-003263,EMEA-EAST,2026-07-24 14:10:00,Warning,Fiber Break,Active,1440
INC-003264,ASIA-PAC,2026-07-13 08:05:00,Warning,Fiber Break,Active,120
INC-003265,US-WEST-01,2026-07-26 20:15:00,Warning,Fiber Break,Active,120
INC-003266,ASIA-SOUTH,2026-07-28 16:30:00,Warning,Configuration Error,Active,120
INC-003267,US-EAST-01,2026-07-13 04:25:00,Major,Equipment Fault,Active,300
INC-003268,ASIA-PAC,2026-07-31 15:15:00,Warning,Scheduled UPS Test,Resolved,720
INC-003269,ASIA-PAC,2026-07-28 07:45:00,Critical,Power Outage,Resolved,1800
INC-003270,ASIA-SOUTH,2026-07-16 21:40:00,Minor,Configuration Error,Active,120
INC-003271,EMEA-WEST,2026-07-13 08:10:00,Minor,Hardware Fault,Active,180
INC-003272,EMEA-EAST,2026-07-25 12:15:00,Major,Hardware Fault,Resolved,240
INC-003273,EMEA-EAST,2026-07-20 17:30:00,Critical,Software Bug,Resolved,180
INC-003274,ASIA-PAC,2026-07-16 12:35:00,Major,Fiber Break,Active,180
INC-003275,US-WEST-01,2026-07-10 19:25:00,Major,Equipment Fault,Resolved,360
INC-003276,ASIA-PAC,2026-07-25 09:45:00,Major,Equipment Fault,Resolved,480
INC-003277,ASIA-PAC,2026-07-14 16:15:00,Critical,Equipment Fault,Resolved,180
INC-003278,US-EAST-01,2026-07-17 14:35:00,Major,Hardware Fault,Active,360
INC-003279,EMEA-WEST,2026-07-23 23:05:00,Critical,Software Bug,Active,600
INC-003280,US-WEST-01,2026-07-30 08:20:00,Warning,Software Bug,Active,1800
INC-003281,ASIA-PAC,2026-07-11 01:20:00,Critical,Equipment Fault,Active,1080
INC-003282,US-WEST-01,2026-07-26 07:15:00,Minor,Power Outage,Active,300
INC-003283,ASIA-PAC,2026-07-31 18:25:00,Critical,Fiber Backbone,Resolved,240
INC-003284,US-EAST-01,2026-07-10 23:00:00,Major,Software Bug,Resolved,180
INC-003285,US-WEST-01,2026-07-25 00:20:00,Warning,Software Bug,Active,1080
INC-003286,US-EAST-01,2026-07-15 00:05:00,Minor,Software Bug,Active,120
INC-003287,EMEA-EAST,2026-07-18 15:20:00,Minor,Hardware Fault,Active,180
INC-003288,US-EAST-01,2026-07-13 01:10:00,Major,Power Outage,Resolved,180
INC-003289,US-EAST-01,2026-07-26 15:00:00,Critical,Power Outage,Active,900
INC-003290,ASIA-PAC,2026-07-30 17:15:00,Minor,Fiber Break,Active,120
INC-003291,US-EAST-01,2026-07-20 17:20:00,Critical,Cloud Flare,Resolved,360
INC-003292,US-WEST-01,2026-07-20 15:10:00,Warning,Scheduled UPS Test,Resolved,720
INC-003293,US-EAST-01,2026-07-24 04:40:00,Critical,Fiber Backbone,Resolved,180
INC-003294,US-SOUTH-01,2026-07-17 04:15:00,Major,Software Bug,Active,1080
INC-003295,US-EAST-01,2026-07-23 00:20:00,Minor,Scheduled UPS Test,Resolved,360
INC-003296,ASIA-SOUTH,2026-07-10 23:25:00,Major,Scheduled UPS Test,Resolved,180
INC-003297,ASIA-PAC,2026-07-13 09:25:00,Warning,Equipment Fault,Resolved,240
INC-003298,US-SOUTH-01,2026-07-25 11:20:00,Minor,Equipment Fault,Active,150
INC-003299,US-WEST-01,2026-07-10 09:40:00,Warning,Power Outage,Resolved,1440
INC-003300,US-EAST-01,2026-07-14 13:10:00,Major,Power Outage,Active,180
INC-003301,EMEA-WEST,2026-07-24 04:15:00,Critical,Fiber Break,Resolved,180
INC-003302,US-WEST-01,2026-07-19 19:00:00,Major,Hardware Fault,Active,180
INC-003303,US-WEST-01,2026-07-24 13:40:00,Minor,Fiber Backbone,Resolved,120
INC-003304,ASIA-PAC,2026-07-18 11:15:00,Major,Software Bug,Resolved,180
INC-003305,EMEA-WEST,2026-07-12 01:20:00,Major,BGP Route,Resolved,720
INC-003306,ASIA-SOUTH,2026-07-15 11:45:00,Warning,Configuration Error,Active,1440
INC-003307,EMEA-EAST,2026-07-22 00:10:00,Warning,Power Outage,Active,480
INC-003308,EMEA-WEST,2026-07-27 09:20:00,Warning,Power Outage,Resolved,240
INC-003309,EMEA-EAST,2026-07-30 02:05:00,Minor,Configuration Error,Active,360
INC-003310,US-WEST-01,2026-07-15 06:25:00,Critical,Power Outage,Resolved,180
INC-003311,ASIA-PAC,2026-07-18 16:00:00,Minor,Power Outage,Active,900
INC-003312,US-SOUTH-01,2026-07-10 16:35:00,Warning,Scheduled UPS Test,Active,120
INC-003313,ASIA-PAC,2026-07-28 16:40:00,Critical,Scheduled UPS Test,Resolved,180
INC-003314,EMEA-EAST,2026-07-11 18:00:00,Critical,Cloud Flare,Active,180
INC-003315,EMEA-WEST,2026-07-31 14:30:00,Minor,Power Outage,Resolved,600
INC-003316,US-EAST-01,2026-07-27 09:25:00,Minor,Configuration Error,Resolved,480
INC-003317,ASIA-SOUTH,2026-07-11 13:45:00,Minor,Fiber Break,Active,480
INC-003318,ASIA-PAC,2026-07-24 23:25:00,Major,Scheduled UPS Test,Active,180
INC-003319,ASIA-SOUTH,2026-07-12 07:00:00,Critical,BGP Route,Resolved,720
INC-003320,US-EAST-01,2026-07-22 21:30:00,Minor,Scheduled UPS Test,Resolved,150
INC-003321,EMEA-WEST,2026-07-14 01:30:00,Major,BGP Route,Active,180
INC-003322,US-EAST-01,2026-07-31 03:10:00,Warning,Software Bug,Active,1200
INC-003323,US-SOUTH-01,2026-07-24 13:30:00,Minor,Hardware Fault,Active,120
INC-003324,ASIA-SOUTH,2026-07-23 00:40:00,Minor,Equipment Fault,Resolved,600
INC-003325,ASIA-PAC,2026-07-25 02:45:00,Warning,Fiber Break,Active,240
INC-003326,US-WEST-01,2026-07-17 19:15:00,Major,Software Bug,Resolved,1200
INC-003327,US-WEST-01,2026-07-15 22:05:00,Major,Hardware Fault,Resolved,180
INC-003328,EMEA-EAST,2026-07-24 19:35:00,Minor,Hardware Fault,Resolved,1080
INC-003329,US-EAST-01,2026-07-12 13:05:00,Critical,Cloud Flare,Active,720
INC-003330,EMEA-WEST,2026-07-30 09:15:00,Critical,Cloud Flare,Resolved,900
INC-003331,US-SOUTH-01,2026-07-21 08:35:00,Major,Cloud Flare,Active,180
INC-003332,ASIA-PAC,2026-07-18 06:25:00,Minor,Fiber Backbone,Resolved,75
INC-003333,US-EAST-01,2026-07-11 17:00:00,Critical,Hardware Fault,Active,1800
INC-003334,ASIA-SOUTH,2026-07-28 18:10:00,Critical,Equipment Fault,Active,720
INC-003335,ASIA-PAC,2026-07-31 18:10:00,Warning,Fiber Break,Active,240
INC-003336,ASIA-PAC,2026-07-14 13:05:00,Critical,Software Bug,Active,180
INC-003337,US-WEST-01,2026-07-16 20:30:00,Critical,Equipment Fault,Resolved,240
INC-003338,EMEA-WEST,2026-07-17 18:40:00,Critical,BGP Route,Active,180
INC-003339,ASIA-PAC,2026-07-28 10:20:00,Major,Fiber Backbone,Active,180
INC-003340,US-WEST-01,2026-07-11 16:35:00,Critical,BGP Route,Active,900
INC-003341,EMEA-EAST,2026-07-11 09:00:00,Warning,Power Outage,Active,120
INC-003342,EMEA-WEST,2026-07-15 03:00:00,Major,Equipment Fault,Resolved,1440
INC-003343,ASIA-SOUTH,2026-07-31 22:25:00,Major,Power Outage,Resolved,720
INC-003344,US-EAST-01,2026-07-12 06:20:00,Major,Software Bug,Active,1440
INC-003345,EMEA-WEST,2026-07-21 18:30:00,Critical,Fiber Break,Active,480
INC-003346,ASIA-PAC,2026-07-10 06:20:00,Critical,Fiber Break,Resolved,240
INC-003347,US-WEST-01,2026-07-11 14:10:00,Minor,Cloud Flare,Resolved,45
INC-003348,US-SOUTH-01,2026-07-26 16:35:00,Warning,Cloud Flare,Active,120
INC-003349,ASIA-PAC,2026-07-12 21:25:00,Minor,Scheduled UPS Test,Resolved,480
INC-003350,EMEA-WEST,2026-07-16 09:25:00,Major,Fiber Break,Active,360
INC-003351,ASIA-SOUTH,2026-07-17 21:05:00,Minor,Hardware Fault,Active,1440
INC-003352,US-EAST-01,2026-07-30 21:45:00,Critical,Cloud Flare,Resolved,240
INC-003353,ASIA-PAC,2026-07-18 23:20:00,Minor,BGP Route,Resolved,300
INC-003354,ASIA-SOUTH,2026-07-24 01:25:00,Minor,Fiber Break,Active,720
INC-003355,US-EAST-01,2026-07-28 02:45:00,Warning,Power Outage,Resolved,900
INC-003356,EMEA-WEST,2026-07-19 18:15:00,Minor,Hardware Fault,Resolved,60
INC-003357,ASIA-SOUTH,2026-07-21 04:45:00,Minor,Scheduled UPS Test,Resolved,120
INC-003358,US-EAST-01,2026-07-14 03:20:00,Minor,Software Bug,Resolved,360
INC-003359,ASIA-SOUTH,2026-07-18 01:25:00,Warning,Configuration Error,Active,120
INC-003360,ASIA-PAC,2026-07-31 06:20:00,Major,Fiber Break,Resolved,180
INC-003361,US-SOUTH-01,2026-07-12 04:20:00,Major,Equipment Fault,Active,180
INC-003362,US-EAST-01,2026-07-27 14:25:00,Critical,Configuration Error,Resolved,720
INC-003363,EMEA-WEST,2026-07-31 01:15:00,Warning,Fiber Break,Resolved,300
INC-003364,EMEA-WEST,2026-07-26 02:40:00,Major,Scheduled UPS Test,Active,180
INC-003365,ASIA-PAC,2026-07-14 17:25:00,Warning,Power Outage,Resolved,45
INC-003366,US-EAST-01,2026-07-22 16:05:00,Warning,Fiber Break,Active,120
INC-003367,ASIA-PAC,2026-07-22 06:00:00,Warning,Software Bug,Resolved,1800
INC-003368,US-EAST-01,2026-07-25 19:20:00,Minor,Power Outage,Active,900
INC-003369,ASIA-PAC,2026-07-25 15:25:00,Major,Cloud Flare,Resolved,180
INC-003370,ASIA-SOUTH,2026-07-26 23:00:00,Minor,Fiber Backbone,Active,360
INC-003371,EMEA-EAST,2026-07-30 05:30:00,Warning,Hardware Fault,Resolved,15
INC-003372,ASIA-PAC,2026-07-16 11:35:00,Minor,Fiber Backbone,Resolved,900
INC-003373,ASIA-PAC,2026-07-29 00:35:00,Warning,Fiber Break,Resolved,60
INC-003374,ASIA-PAC,2026-07-22 03:35:00,Warning,BGP Route,Active,360
INC-003375,EMEA-WEST,2026-07-25 22:35:00,Major,Software Bug,Resolved,360
INC-003376,EMEA-WEST,2026-07-29 21:05:00,Critical,Fiber Backbone,Active,180
INC-003377,US-EAST-01,2026-07-31 10:40:00,Warning,Equipment Fault,Resolved,300
INC-003378,ASIA-PAC,2026-07-29 18:05:00,Minor,Fiber Break,Active,1200
INC-003379,EMEA-EAST,2026-07-17 08:15:00,Major,Power Outage,Active,480
INC-003380,ASIA-SOUTH,2026-07-31 06:35:00,Major,Scheduled UPS Test,Active,240
INC-003381,ASIA-PAC,2026-07-29 12:00:00,Major,Cloud Flare,Resolved,720
INC-003382,EMEA-EAST,2026-07-19 07:45:00,Critical,Software Bug,Active,600
INC-003383,US-EAST-01,2026-07-29 08:35:00,Warning,Fiber Backbone,Resolved,1200
INC-003384,ASIA-SOUTH,2026-07-10 13:35:00,Major,Equipment Fault,Active,240
INC-003385,EMEA-EAST,2026-07-10 10:00:00,Major,Fiber Backbone,Active,480
INC-003386,ASIA-SOUTH,2026-07-13 11:45:00,Critical,Hardware Fault,Active,1200
INC-003387,ASIA-SOUTH,2026-07-10 22:35:00,Critical,Configuration Error,Active,900
INC-003388,ASIA-PAC,2026-07-26 20:20:00,Major,Hardware Fault,Resolved,180
INC-003389,US-SOUTH-01,2026-07-20 05:20:00,Critical,Fiber Break,Active,180
INC-003390,EMEA-WEST,2026-07-23 21:40:00,Critical,Scheduled UPS Test,Active,180
INC-003391,ASIA-PAC,2026-07-17 20:35:00,Major,Scheduled UPS Test,Resolved,180
INC-003392,EMEA-WEST,2026-07-31 19:05:00,Major,Scheduled UPS Test,Resolved,720
INC-003393,US-EAST-01,2026-07-20 18:20:00,Minor,Equipment Fault,Active,480
INC-003394,ASIA-SOUTH,2026-07-15 17:15:00,Major,Fiber Backbone,Active,360
INC-003395,ASIA-PAC,2026-07-25 23:40:00,Minor,Hardware Fault,Resolved,900
INC-003396,ASIA-SOUTH,2026-07-11 06:05:00,Major,Configuration Error,Resolved,180
INC-003397,ASIA-SOUTH,2026-07-22 02:15:00,Critical,Scheduled UPS Test,Resolved,180
INC-003398,US-EAST-01,2026-07-13 00:20:00,Major,Equipment Fault,Resolved,240
INC-003399,US-EAST-01,2026-07-15 16:45:00,Minor,Configuration Error,Resolved,300
INC-003400,ASIA-PAC,2026-07-25 22:10:00,Critical,Power Outage,Active,720
INC-003401,ASIA-SOUTH,2026-07-15 02:10:00,Minor,Power Outage,Resolved,1200
INC-003402,ASIA-PAC,2026-07-16 06:20:00,Major,Hardware Fault,Active,180
INC-003403,US-SOUTH-01,2026-07-25 20:40:00,Minor,Cloud Flare,Active,120
INC-003404,ASIA-PAC,2026-07-19 21:00:00,Warning,Cloud Flare,Active,150
INC-003405,ASIA-SOUTH,2026-07-15 02:00:00,Warning,Software Bug,Active,1200
INC-003406,EMEA-WEST,2026-07-13 02:45:00,Warning,Power Outage,Resolved,600
INC-003407,EMEA-WEST,2026-07-17 07:15:00,Minor,BGP Route,Resolved,15
INC-003408,ASIA-PAC,2026-07-19 09:25:00,Critical,Fiber Backbone,Resolved,180
INC-003409,ASIA-PAC,2026-07-22 15:15:00,Minor,Fiber Break,Active,300
